DANCe,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,BTmag,e_BTmag,VTmag,e_VTmag,rmag,e_rmag,gmag,e_gmag,imag,e_imag,Y,err_Y,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,W1,e_W1,W2,e_W2,W3,e_W3,W4,e_W4,Pmb,Teff,e_Teff,Lbol,e_Lbol
J034508.20+261733.1,56.28417194444444,26.292534166666663,19.5,2.0,-44.1,2.0,11.968,0.135,11.246,0.116,11.286,0.1,,,,,,,9.947,0.026,9.509,0.03,9.443,0.018,AAA,9.437,0.023,9.482,0.02,9.353,0.035,8.939,0.494,0.9913,5250,125,0.524,0.096
J034509.74+245021.3,56.2905811111111,24.83926194444444,19.7,0.8,-45.5,0.8,5.561,0.014,5.636,0.0090,,,,,,,,,5.741,0.019,5.842,0.034,5.812,0.023,AAA,5.811,0.052,5.751,0.024,5.603,0.015,3.431,0.025,0.9975,9750,125,115.5,18.0
J034509.88+214216.5,56.29117416666666,21.704584999999998,21.5,1.1,-49.4,1.1,10.706,0.049,10.042,0.041,9.84,0.1,10.461,0.096,9.647,0.018,,,8.902,0.02,8.694,0.026,8.586,0.02,AAA,8.521,0.023,8.547,0.021,8.532,0.023,7.852,0.159,0.9952,6000,125,1.564,0.27
J034515.35+251722.2,56.31396583333333,25.289501666666663,17.4,1.4,-44.9,1.5,12.252,0.194,11.111,0.096,10.947,0.1,11.626,0.044,10.749,0.056,,,9.709,0.027,9.323,0.041,9.228,0.022,AAA,9.127,0.023,9.141,0.021,9.062,0.034,,,0.9881,5250,125,0.6391,0.12
J034520.86+245519.4,56.33691444444444,24.922065277777776,19.6,1.0,-44.4,1.0,9.594,0.027,9.045,0.022,9.299,0.113,9.974,0.202,8.851,0.045,,,8.079,0.02,7.933,0.082,7.838,0.023,AAA,7.763,0.024,7.798,0.019,7.758,0.019,7.378,0.127,0.9729,6250,125,3.624,0.6
J034524.13+245309.5,56.35052972222221,24.88598583333333,19.9,1.2,-43.8,1.2,10.286,0.039,9.676,0.034,9.55,0.0090,10.303,0.18,9.471,0.04,,,8.686,0.02,8.572,0.044,8.419,0.023,AAA,8.365,0.022,8.4,0.019,8.348,0.024,8.15,0.285,0.997,6250,125,2.032,0.34
J034526.14+240206.5,56.35891916666666,24.035147777777773,18.1,1.0,-45.1,1.0,8.316,0.018,8.091,0.015,9.016,0.0030,9.696,0.0070,8.348,0.107,,,7.563,0.03,7.497,0.033,7.459,0.02,AAA,7.394,0.029,7.414,0.021,6.806,0.018,4.789,0.036,0.9991,7500,125,7.35,1.2
J034527.54+284007.3,56.36473944444444,28.66870555555555,21.7,1.2,-51.0,1.2,7.573,0.016,7.42,0.011,,,,,,,,,7.191,0.052,7.101,0.049,7.083,0.024,AAA,7.075,0.031,7.068,0.02,7.113,0.016,6.98,0.084,0.9839,8250,125,13.62,2.3
J034531.99+211448.1,56.3832761111111,21.246688611111107,19.3,0.9,-48.0,0.8,7.977,0.017,7.784,0.012,8.984,0.0,9.86,0.047,8.043,0.18,,,7.389,0.018,7.327,0.02,7.31,0.026,AAA,7.257,0.031,7.284,0.021,7.286,0.017,7.211,0.116,0.9988,8000,125,9.799,1.7
J034537.79+242008.2,56.40744833333333,24.33561222222222,18.7,1.0,-45.9,0.9,7.373,0.016,7.195,0.011,,,,,,,,,6.715,0.027,6.629,0.036,6.627,0.024,AAA,6.526,0.042,6.576,0.019,6.536,0.02,6.218,0.076,0.9925,7750,125,17.34,2.9
J034539.90+224140.1,56.41624499999999,22.69446222222222,20.2,0.8,-43.8,0.8,8.053,0.016,7.852,0.012,,,,,,,,,7.436,0.026,7.396,0.026,7.367,0.029,AAA,7.321,0.027,7.339,0.019,7.39,0.017,7.454,0.148,0.9992,8000,125,9.221,1.5
J034542.12+245421.6,56.42550055555555,24.906004166666662,20.3,1.2,-48.0,1.2,10.366,0.038,9.631,0.03,9.288,0.0040,,,9.164,0.055,,,8.286,0.019,8.04,0.044,7.939,0.036,AAA,7.852,0.023,7.895,0.02,7.871,0.02,7.831,0.229,0.8696,5750,125,2.569,0.43
J034545.13+253544.8,56.43803388888888,25.595787777777776,20.6,1.5,-43.1,1.5,10.715,0.05,10.055,0.041,9.969,0.023,10.479,0.029,9.827,0.034,,,9.011,0.026,8.72,0.04,8.701,0.022,AAA,8.633,0.023,8.689,0.02,8.656,0.028,,,0.9972,6000,125,1.444,0.25
J034551.63+240220.0,56.46514499999999,24.03887972222222,18.8,1.1,-43.0,1.1,8.13,0.017,7.885,0.014,8.931,0.0,,,8.259,0.052,,,7.456,0.03,7.362,0.036,7.332,0.016,AAA,7.323,0.027,7.331,0.022,7.299,0.024,7.016,0.171,0.9961,7500,125,8.342,1.4
J034554.48+243316.2,56.47698583333332,24.55451083333333,19.9,0.8,-45.5,0.8,5.706,0.014,5.745,0.0090,,,,,,,,,5.755,0.029,5.826,0.047,5.777,0.018,AAA,5.75,0.056,5.674,0.027,5.36,0.016,2.504,0.018,0.9981,9750,125,105.3,17.0
J034559.14+252354.9,56.49641138888888,25.398586666666663,20.3,1.1,-45.8,1.0,8.303,0.017,8.063,0.014,8.806,0.0,,,8.214,0.03,,,7.605,0.021,7.588,0.053,7.538,0.017,AAA,7.52,0.026,7.525,0.02,7.356,0.017,6.446,0.071,0.9995,7500,125,7.285,1.2
J034602.90+243140.4,56.51208166666666,24.527898888888885,18.6,0.9,-43.5,0.9,6.401,0.015,6.418,0.01,,,,,,,,,6.399,0.026,6.484,0.042,6.433,0.024,AAA,6.447,0.036,6.451,0.022,5.84,0.015,3.632,0.021,0.9969,10000,125,60.15,9.5
J034609.49+260819.9,56.539533333333324,26.138857499999997,14.5,2.4,-44.5,2.5,14.048,0.543,11.786,0.194,11.49,0.1,,,,,,,9.968,0.027,9.42,0.031,9.301,0.021,AAA,9.231,0.023,9.294,0.021,9.203,0.033,,,0.8128,4500,125,0.3978,0.075
J034610.04+232024.0,56.541843055555546,23.340006388888884,22.0,0.9,-51.8,0.9,10.902,0.059,10.135,0.043,9.982,0.025,,,9.813,0.039,,,8.969,0.02,8.704,0.02,8.659,0.016,AAA,8.617,0.023,8.639,0.02,8.631,0.031,8.196,0.28,0.9039,5750,125,1.391,0.23
J034616.00+241123.6,56.56666638888888,24.18990083333333,17.9,1.1,-41.0,1.0,8.482,0.018,8.129,0.015,8.979,0.0,9.658,0.048,8.214,0.093,,,7.294,0.026,7.179,0.026,7.115,0.023,AAA,7.031,0.03,7.08,0.02,6.95,0.019,6.584,0.089,0.9342,6750,125,8.247,1.4
J034619.34+205247.3,56.58059916666666,20.879793611111108,20.0,1.5,-43.9,1.5,13.177,0.365,11.767,0.171,11.311,0.017,11.948,0.023,11.016,0.022,,,9.995,0.02,9.609,0.018,9.519,0.018,AAA,9.46,0.023,9.498,0.021,9.515,0.04,,,0.9349,5250,125,0.4435,0.083
J034627.28+241518.0,56.61366694444444,24.254995555555553,22.0,0.9,-45.0,0.9,7.47,0.016,7.338,0.012,,,,,,,,,7.119,0.018,7.111,0.017,7.125,0.024,AAA,7.066,0.033,7.083,0.02,7.011,0.018,6.204,0.057,0.9962,8500,125,15.81,2.6
J034627.35+250808.0,56.61395777777777,25.13554722222222,20.0,1.4,-44.6,1.4,11.428,0.083,10.594,0.06,10.345,0.027,10.885,0.038,10.21,0.045,,,9.366,0.018,9.063,0.017,8.993,0.015,AAA,8.929,0.023,8.964,0.02,8.979,0.036,,,0.9969,5750,125,0.9759,0.17
J034634.20+233726.5,56.64247944444444,23.624022777777775,16.8,1.0,-43.9,1.0,8.587,0.02,8.184,0.016,,,,,,,,,7.241,0.021,7.116,0.021,7.067,0.02,AAA,7.01,0.033,7.019,0.019,7.067,0.026,6.772,0.15,0.8709,6500,125,7.938,1.3
J034634.83+255037.9,56.64511666666666,25.843852777777773,18.6,1.2,-47.0,1.1,9.12,0.02,8.746,0.017,,,,,,,,,7.966,0.023,7.895,0.017,7.811,0.016,AAA,7.761,0.024,7.79,0.02,7.788,0.021,7.838,0.195,0.9986,7000,125,4.47,0.74
J034637.68+234715.9,56.65698388888888,23.78773694444444,18.7,1.4,-43.8,1.5,10.94,0.082,10.211,0.06,9.984,0.1,10.622,0.033,9.857,0.03,9.589796371459961,0.22000528335871167,8.925,0.019,8.583,0.017,8.527,0.016,AAA,8.451,0.023,8.496,0.022,8.277,0.032,6.925,0.164,0.9658,5500,125,1.42,0.25
J034638.39+225511.2,56.65997166666666,22.919778888888885,21.1,1.1,-43.0,1.0,9.994,0.029,9.511,0.027,9.346,0.061,,,,,,,8.479,0.024,8.291,0.023,8.153,0.023,AAA,7.845,0.022,7.446,0.019,6.02,0.015,5.167,0.04,0.9989,6250,125,2.456,0.41
J034638.78+245734.7,56.66156472222222,24.959641666666663,19.3,1.2,-47.0,1.3,10.967,0.059,10.372,0.049,10.097,0.1,10.678,0.1,9.956,0.042,,,9.105,0.018,8.851,0.015,8.763,0.015,AAA,8.692,0.022,8.729,0.021,8.616,0.029,8.215,0.275,0.998,5750,125,1.245,0.22
J034640.00+230637.2,56.66664777777777,23.11033583333333,17.2,1.2,-46.5,1.2,9.947,0.03,9.433,0.026,9.318,0.049,,,9.177,0.0090,,,8.473,0.026,8.28,0.018,8.243,0.024,AAA,8.166,0.022,8.199,0.021,8.211,0.026,,,0.9963,6250,125,2.521,0.43
J034645.82+295327.0,56.69092499999999,29.890830277777773,21.3,2.1,-50.0,2.1,12.084,0.138,11.568,0.123,11.301,0.014,11.775,0.022,11.038,0.012,,,10.02,0.022,9.677,0.019,9.629,0.017,AAA,9.558,0.023,9.598,0.019,9.703,0.056,,,0.5149,5500,125,0.478,0.088
J034647.06+225452.4,56.69608833333333,22.914566388888886,19.8,1.4,-46.6,1.4,11.496,0.094,10.818,0.079,10.372,0.068,10.815,0.057,10.113,0.0060,,,9.307,0.022,9.032,0.02,8.928,0.019,AAA,8.889,0.022,8.906,0.02,8.991,0.037,,,0.9953,5750,125,0.9736,0.17
J034653.75+233500.8,56.723945555555545,23.583545277777773,20.2,1.6,-43.9,1.7,11.324,0.096,10.497,0.069,10.35,0.026,10.81,0.056,10.21,0.027,,,9.35,0.02,9.092,0.019,8.996,0.02,AAA,8.95,0.023,8.997,0.019,8.949,0.111,7.184,0.29,0.9876,5750,125,0.995,0.18
J034654.92+244746.9,56.72882499999999,24.796351111111107,17.7,1.8,-45.8,1.8,11.363,0.095,10.544,0.066,10.31,0.1,10.959,0.041,10.272,0.041,,,9.274,0.024,9.005,0.03,8.977,0.019,AAA,8.922,0.023,8.954,0.021,8.903,0.037,7.713,0.167,0.9845,5750,125,0.9974,0.18
J034659.40+243112.4,56.74748777777777,24.520120277777774,20.5,1.0,-46.6,1.0,6.842,0.015,6.824,0.011,,,,,,,,,6.699,0.029,6.733,0.059,6.692,0.024,AAA,6.693,0.04,6.672,0.019,6.346,0.016,4.62,0.033,0.9981,8750,125,28.64,4.7
J034701.42+232941.9,56.75590166666666,23.49498555555555,13.6,2.4,-46.0,2.6,12.454,0.298,11.29,0.139,11.279,0.035,11.868,0.066,11.02,0.042,9.865550346374512,0.22001029633771013,10.037,0.021,9.637,0.023,9.534,0.02,AAA,9.488,0.023,9.514,0.021,9.364,0.066,8.141,0.354,0.5597,5250,125,0.4825,0.094
J034703.55+244911.7,56.76479916666666,24.81992833333333,21.5,1.2,-42.4,1.1,8.76,0.02,8.337,0.015,9.03,0.019,9.79,0.108,8.376,0.073,,,7.537,0.023,7.367,0.038,7.334,0.027,AAA,7.302,0.028,7.311,0.02,7.324,0.02,7.003,0.102,0.9764,6750,125,6.506,1.1
J034704.21+235942.8,56.76753888888888,23.99522083333333,19.3,1.1,-44.4,1.0,8.765,0.022,8.444,0.019,9.092,0.0040,9.666,0.033,8.482,0.063,,,7.77,0.018,7.658,0.051,7.642,0.023,AAA,7.597,0.026,7.629,0.021,7.596,0.023,7.186,0.136,0.9991,7250,125,5.631,0.94
J034710.05+241635.9,56.79188916666666,24.276650277777776,20.4,1.1,-44.6,1.1,9.872,0.034,9.394,0.029,9.576,0.09,10.086,0.165,9.304,0.043,,,8.533,0.026,8.329,0.036,8.282,0.024,AAA,8.23,0.022,8.253,0.02,8.241,0.028,7.533,0.156,0.9981,6500,125,2.545,0.42
J034714.81+252218.6,56.81170027777777,25.371828055555554,20.3,1.8,-45.6,1.9,12.816,0.315,11.352,0.116,11.286,0.02,12.016,0.038,11.083,0.029,,,10.046,0.027,9.515,0.03,9.517,0.022,AAA,9.434,0.024,9.472,0.02,9.444,0.046,,,0.9792,5000,125,0.4581,0.086
J034716.57+240742.1,56.8190286111111,24.128349999999998,20.3,1.0,-43.4,1.0,9.325,0.027,8.73,0.021,9.217,0.0090,9.823,0.068,8.594,0.054,,,7.77,0.023,7.542,0.057,7.486,0.02,AAA,7.445,0.025,7.48,0.02,7.606,0.045,8.22,0.367,0.8929,6250,125,4.756,0.79
J034719.35+240820.8,56.830614999999995,24.139118888888884,19.2,1.2,-43.0,1.1,8.484,0.019,8.218,0.017,9.07,0.014,9.665,0.071,8.449,0.069,,,7.767,0.029,7.627,0.038,7.639,0.02,AAA,7.604,0.024,7.607,0.02,7.576,0.023,7.549,0.196,0.9986,7500,125,6.335,1.1
J034720.88+253133.0,56.837014722222214,25.52584222222222,19.9,1.6,-44.8,1.6,10.471,0.041,9.823,0.033,9.668,0.1,10.235,0.116,9.547,0.033,,,8.72,0.026,8.463,0.055,8.435,0.033,AAA,8.372,0.023,8.412,0.021,8.33,0.023,8.29,0.269,0.9921,6000,125,1.855,0.33
J034720.97+234812.0,56.83735833333333,23.80334222222222,16.3,1.0,-46.3,1.0,7.049,0.015,6.989,0.011,,,,,,,,,6.848,0.02,6.92,0.02,6.895,0.018,AAA,6.886,0.035,6.91,0.021,6.915,0.016,6.52,0.071,0.9913,9250,125,28.93,4.7
J034721.04+240658.6,56.83765277777777,24.11626722222222,19.3,0.8,-44.3,0.8,6.302,0.015,6.273,0.01,,,,,,,,,6.228,0.019,6.248,0.029,6.257,0.021,AAA,6.243,0.045,6.236,0.021,6.29,0.016,5.453,0.048,0.9954,9250,125,55.25,8.9
J034722.90+225519.6,56.84540527777777,22.92211583333333,20.9,1.1,-47.9,1.0,8.47,0.016,8.188,0.013,,,,,,,,,7.618,0.021,7.543,0.018,7.52,0.021,AAA,7.47,0.026,7.494,0.02,7.556,0.021,7.719,0.208,0.9988,7500,125,6.786,1.1
J034724.06+243518.3,56.85025305555555,24.588426666666663,19.9,1.3,-45.3,1.2,7.925,0.017,7.687,0.012,,,,,,,,,7.154,0.024,7.044,0.016,7.003,0.02,AAA,6.995,0.029,6.972,0.019,6.99,0.018,6.891,0.101,0.9529,7500,125,10.98,1.8
J034724.42+235452.9,56.85173972222221,23.914682777777774,23.0,1.1,-42.3,1.1,7.336,0.016,7.286,0.012,,,,,,,,,7.143,0.02,7.159,0.021,7.137,0.018,AAA,7.161,0.041,7.194,0.022,7.208,0.021,6.699,0.119,0.9273,9250,125,22.05,3.5
J034726.83+234042.0,56.861779999999996,23.678335277777776,21.7,1.3,-43.0,1.2,7.954,0.018,7.777,0.014,,,,,,,,,7.406,0.032,7.37,0.021,7.343,0.017,AAA,7.336,0.027,7.344,0.022,7.387,0.022,7.076,0.116,0.9978,8000,125,9.571,1.6
J034729.45+241718.0,56.87272444444444,24.28834361111111,17.9,0.9,-45.8,0.9,6.887,0.015,6.815,0.011,,,,,,,,,6.635,0.023,6.641,0.026,6.607,0.024,AAA,6.633,0.038,6.621,0.022,6.642,0.017,6.309,0.069,0.9961,8750,125,27.77,4.6
J034740.98+225547.9,56.92076722222222,22.929958888888887,17.7,2.5,-49.8,2.5,13.286,0.414,12.161,0.232,11.862,0.1,12.835,0.05,11.403,0.023,,,10.057,0.02,9.511,0.022,9.356,0.018,AAA,9.264,0.023,9.275,0.02,9.292,0.045,,,0.8551,4500,125,0.368,0.072
J034746.84+252308.5,56.94514777777777,25.385696388888885,20.9,1.2,-46.0,1.1,8.607,0.019,8.316,0.014,,,,,,,,,7.804,0.019,7.753,0.024,7.706,0.024,AAA,7.65,0.025,7.689,0.021,7.722,0.021,7.909,0.219,0.9986,7500,125,5.841,0.97
J034748.11+231305.1,56.95046277777777,23.218077499999996,19.0,2.3,-45.2,2.4,11.9,0.134,11.365,0.131,10.911,0.0070,11.476,0.058,10.673,0.029,,,9.76,0.02,9.436,0.022,9.324,0.017,AAA,9.303,0.026,9.353,0.024,9.258,0.041,,,0.9481,5500,125,0.6147,0.11
J034813.56+241906.3,57.05648999999999,24.318413888888887,20.0,1.1,-45.1,1.0,8.678,0.02,8.271,0.016,9.038,0.0,,,8.367,0.076,,,7.526,0.019,7.393,0.021,7.352,0.023,AAA,7.302,0.029,7.304,0.02,7.322,0.019,7.058,0.101,0.9882,6750,125,6.665,1.1
J034816.88+251254.4,57.07031527777777,25.21512333333333,21.2,1.3,-43.9,1.3,9.729,0.026,9.263,0.023,,,,,,,,,8.137,0.018,7.912,0.02,7.862,0.021,AAA,7.827,0.024,7.857,0.021,7.815,0.02,7.694,0.221,0.9811,6250,125,3.323,0.54
J034820.82+232516.5,57.08673333333333,23.421248888888886,18.4,0.9,-47.2,0.8,5.362,0.014,5.427,0.0090,,,,,,,,,5.504,0.029,5.59,0.029,5.56,0.017,AAA,5.567,0.059,5.468,0.029,5.687,0.015,5.552,0.046,0.9937,10750,125,178.1,28.0
J034830.10+242043.9,57.1253986111111,24.345521944444442,18.0,0.9,-43.9,0.8,7.109,0.016,6.963,0.011,,,,,,,,,6.614,0.018,6.595,0.016,6.563,0.018,AAA,6.571,0.037,6.55,0.02,6.583,0.017,6.343,0.07,0.9924,8250,125,21.69,3.6
J034834.81+241052.3,57.14503138888888,24.181192499999998,20.8,1.1,-42.9,1.1,9.473,0.024,8.993,0.02,,,,,,,,,8.061,0.032,7.848,0.017,7.769,0.02,AAA,7.761,0.024,7.793,0.022,7.819,0.023,7.586,0.139,0.5575,6500,125,3.837,0.63
J034839.32+215530.0,57.163844999999995,21.924988611111107,23.5,1.1,-49.9,1.1,8.898,0.019,8.455,0.016,9.07,0.103,9.906,0.062,8.435,0.082,,,7.557,0.027,7.4,0.023,7.32,0.021,AAA,7.26,0.028,7.304,0.02,7.327,0.017,7.32,0.12,0.9563,6500,125,6.093,1.0
J034843.90+231535.3,57.18289833333333,23.259816111111107,20.8,1.0,-43.4,1.0,8.727,0.019,8.406,0.016,,,,,,,,,7.758,0.024,7.7,0.021,7.631,0.017,AAA,7.592,0.025,7.621,0.02,7.669,0.021,7.685,0.192,0.9991,7250,125,5.685,0.94
J034911.26+223634.1,57.29690583333333,22.609480555555553,18.6,1.1,-43.2,1.1,7.945,0.016,7.751,0.012,8.777,0.0,,,,,,,7.312,0.027,7.267,0.031,7.239,0.024,AAA,7.195,0.03,7.239,0.019,7.3,0.018,7.034,0.105,0.9966,8000,125,10.18,1.7
J034912.19+235312.5,57.30077805555555,23.886794999999996,18.9,1.0,-43.6,1.0,8.329,0.017,8.107,0.014,,,,,,,,,7.673,0.023,7.599,0.031,7.576,0.018,AAA,7.57,0.026,7.585,0.021,7.575,0.018,7.393,0.143,0.9985,7750,125,7.058,1.2
J034916.80+242346.1,57.32001333333333,24.39613194444444,19.3,1.1,-43.7,1.1,7.647,0.015,7.527,0.012,,,,,,,,,7.28,0.021,7.29,0.046,7.257,0.031,AAA,7.223,0.026,7.266,0.02,7.284,0.017,7.518,0.169,0.9966,8500,125,13.14,2.2
J034921.75+242251.4,57.340622499999995,24.38095583333333,18.2,0.9,-44.8,0.8,6.561,0.015,6.582,0.01,,,,,,,,,6.602,0.017,6.63,0.027,6.651,0.017,AAA,6.635,0.04,6.662,0.02,6.489,0.016,5.471,0.041,0.9965,9750,125,48.83,7.8
J034925.71+245615.4,57.35711527777777,24.937619999999995,21.8,1.6,-46.8,1.7,12.01,0.13,10.975,0.079,10.569,0.1,11.245,0.032,10.321,0.034,9.307759590148926,0.22000566625058673,9.284,0.027,8.937,0.032,8.805,0.02,AAA,8.71,0.023,8.767,0.021,8.684,0.026,8.441,0.322,0.7959,5000,125,0.8534,0.15
J034925.98+241451.7,57.35826666666666,24.247705277777776,21.2,1.0,-44.0,0.9,8.168,0.017,7.965,0.013,,,,,,,,,7.587,0.023,7.548,0.031,7.515,0.026,AAA,7.5,0.024,7.514,0.02,7.532,0.018,7.456,0.133,0.9963,8000,125,8.108,1.4
J034932.72+232249.4,57.38635138888888,23.380400277777774,19.7,0.9,-43.6,0.8,9.624,0.027,9.167,0.023,9.044,0.1,,,,,,,8.258,0.021,8.097,0.024,8.036,0.023,AAA,8.017,0.023,8.043,0.02,8.047,0.024,8.688,0.49,0.9979,6500,125,3.146,0.54
J034938.18+223200.5,57.40908722222221,22.53348333333333,19.3,0.9,-44.3,0.9,7.049,0.015,7.007,0.011,8.801,0.0,,,7.91,0.061,,,6.854,0.019,6.918,0.021,6.882,0.023,AAA,6.857,0.037,6.927,0.019,6.954,0.016,6.845,0.077,0.9981,9250,125,28.66,4.6
J034939.39+231724.4,57.41414111111111,23.29011833333333,18.5,1.3,-45.2,1.4,12.065,0.162,11.212,0.112,10.913,0.1,11.432,0.052,10.681,0.037,,,9.693,0.02,9.364,0.024,9.256,0.02,AAA,9.206,0.023,9.233,0.021,9.258,0.042,,,0.9926,5500,125,0.6494,0.12
J034940.92+232029.7,57.420510833333324,23.341571944444443,19.6,0.9,-43.8,0.9,8.38,0.018,8.149,0.015,,,,,,,,,7.7,0.02,7.657,0.02,7.648,0.018,AAA,7.613,0.025,7.649,0.022,7.639,0.019,7.429,0.153,0.999,7750,125,6.727,1.1
J034943.53+234242.7,57.431373888888885,23.71185555555555,17.2,0.9,-44.1,0.8,6.094,0.015,6.145,0.01,,,,,,,,,6.163,0.018,6.225,0.016,6.216,0.023,AAA,6.216,0.046,6.239,0.02,6.116,0.015,5.51,0.045,0.9896,9750,125,72.81,12.0
J034952.92+253850.8,57.47049416666666,25.647446666666664,20.1,1.3,-45.9,1.3,10.158,0.035,9.653,0.031,9.413,0.0030,,,9.292,0.034,,,8.489,0.02,8.332,0.017,8.254,0.02,AAA,8.194,0.023,8.207,0.02,8.231,0.022,7.787,0.179,0.9984,6250,125,2.315,0.39
J034955.07+221438.9,57.47946972222221,22.244151666666664,22.5,0.7,-45.4,0.7,6.044,0.014,6.066,0.01,,,,,,,,,5.968,0.019,6.051,0.061,5.976,0.021,AAA,6.019,0.047,5.985,0.023,6.096,0.015,5.617,0.037,0.9937,9500,125,73.81,12.0
J034956.49+231307.0,57.48539499999999,23.21862472222222,18.5,1.1,-43.8,1.1,10.782,0.055,10.317,0.05,10.126,0.1,10.566,0.021,9.919,0.04,,,9.145,0.021,8.854,0.018,8.796,0.018,AAA,8.769,0.023,8.801,0.021,8.786,0.027,,,0.9855,6000,125,1.272,0.22
J034956.60+242056.4,57.48581694444444,24.34899222222222,19.7,0.9,-44.3,0.9,7.608,0.015,7.535,0.012,,,,,,,,,7.346,0.02,7.367,0.016,7.35,0.017,AAA,7.356,0.029,7.376,0.02,7.412,0.018,7.806,0.214,0.9802,9000,125,16.07,2.6
J034958.05+235055.3,57.49189527777777,23.84868972222222,20.3,1.0,-46.3,1.0,6.828,0.015,6.809,0.01,,,,,,,,,6.545,0.019,6.587,0.059,6.514,0.023,AAA,6.258,0.041,6.418,0.021,6.509,0.016,6.569,0.077,0.9978,8500,125,27.04,4.5
J035017.67+252246.4,57.57363166666666,25.37956583333333,20.1,1.1,-46.1,1.2,10.234,0.034,9.676,0.03,9.461,0.1,,,9.407,0.038,,,8.645,0.021,8.469,0.029,8.382,0.017,AAA,8.33,0.023,8.356,0.021,8.385,0.024,8.526,0.39,0.9991,6250,125,2.1,0.36
J035021.30+230547.0,57.588762777777774,23.096381111111107,20.6,1.7,-44.1,1.9,12.52,0.257,11.349,0.115,11.157,0.1,11.747,0.035,10.825,0.031,,,9.863,0.02,9.512,0.027,9.385,0.02,AAA,9.327,0.023,9.392,0.021,9.211,0.032,8.822,0.468,0.9918,5250,125,0.5354,0.1
J035021.32+270840.1,57.58882222222221,27.144471388888885,19.6,2.0,-47.4,2.1,12.085,0.148,11.53,0.134,11.076,0.0050,,,,,,,9.836,0.022,9.448,0.019,9.356,0.018,AAA,9.331,0.023,9.388,0.022,9.338,0.037,8.97,0.478,0.9907,5250,125,0.5396,0.097
J035052.43+235741.3,57.71845416666666,23.961468055555553,20.0,0.9,-45.4,0.9,7.04,0.015,6.949,0.01,,,,,,,,,6.643,0.019,6.628,0.018,6.58,0.016,AAA,6.564,0.038,6.599,0.02,6.663,0.017,6.683,0.084,0.9911,8500,125,23.45,3.9
J035106.34+253540.9,57.77640222222222,25.594696388888885,20.8,1.6,-43.8,1.6,9.683,0.026,9.187,0.021,,,,,,,,,8.214,0.023,8.045,0.02,8.009,0.02,AAA,7.928,0.024,7.954,0.021,7.991,0.021,7.932,0.212,0.9934,6500,125,3.241,0.53
J035127.22+243107.2,57.86340305555555,24.518655277777775,22.4,1.2,-44.7,1.1,9.333,0.02,8.88,0.016,,,,,,,,,8.059,0.023,7.93,0.017,7.877,0.019,AAA,7.834,0.023,7.851,0.019,7.882,0.022,7.794,0.182,0.9945,6750,125,3.956,0.65
J035140.45+245859.5,57.91852888888888,24.983185277777775,20.3,1.8,-45.5,1.8,11.731,0.086,11.005,0.076,10.613,0.1,,,,,,,9.535,0.021,9.219,0.015,9.137,0.022,AAA,9.062,0.023,9.096,0.02,9.073,0.04,,,0.9939,5500,125,0.771,0.13
J035142.09+214006.0,57.92537416666666,21.668340555555552,19.2,1.7,-46.2,1.8,12.082,0.147,11.523,0.133,11.236,0.1,11.866,0.01,10.968,0.023,,,9.903,0.022,9.568,0.022,9.452,0.018,AAA,9.391,0.023,9.458,0.02,9.415,0.037,8.894,0.473,0.9661,5250,125,0.5059,0.095
J035156.86+235407.1,57.98693027777777,23.90196861111111,20.3,1.2,-47.1,1.3,10.641,0.042,10.1,0.036,9.889,0.031,10.379,0.0090,9.746,0.017,,,8.983,0.02,8.711,0.023,8.632,0.017,AAA,8.594,0.022,8.623,0.019,8.641,0.027,,,0.9991,6000,125,1.5,0.26
J035157.42+255956.0,57.98924749999999,25.99887833333333,19.0,1.5,-45.8,1.4,7.854,0.015,7.674,0.012,,,,,,,,,7.309,0.019,7.332,0.016,7.284,0.017,AAA,7.264,0.031,7.283,0.022,7.272,0.019,6.876,0.091,0.9991,8250,125,11.15,1.8
J035200.81+193548.7,58.00337555555555,19.596853055555552,16.1,1.5,-45.5,1.5,11.327,0.069,10.52,0.049,10.299,0.017,10.739,0.043,10.19,0.022,,,9.267,0.024,8.981,0.022,8.873,0.018,AAA,8.845,0.024,8.878,0.022,8.799,0.028,8.194,0.249,0.9587,5750,125,1.06,0.18
J035202.25+243947.7,58.00935472222221,24.663244999999996,20.9,2.4,-51.3,2.4,14.344,0.597,11.704,0.15,11.588,0.0080,,,,,,,9.797,0.019,9.207,0.015,9.072,0.02,AAA,8.965,0.023,8.957,0.021,8.926,0.034,,,0.711,4250,125,0.4495,0.081
J035253.48+244256.6,58.22282277777777,24.71573222222222,17.3,0.9,-44.5,0.9,10.043,0.029,9.499,0.024,9.313,0.1,,,,,,,8.517,0.026,8.303,0.038,8.259,0.024,AAA,8.232,0.023,8.268,0.02,8.268,0.023,8.145,0.245,0.9935,6250,125,2.378,0.4
J035323.71+240354.2,58.34880805555555,24.065063611111107,18.9,1.4,-46.4,1.6,12.713,0.259,11.407,0.108,11.171,0.1,11.741,0.017,10.9,0.024,,,9.949,0.022,9.564,0.027,9.439,0.021,AAA,9.377,0.023,9.41,0.02,9.367,0.039,,,0.9844,5250,125,0.5076,0.094
